question,Réponse,Categorie
de quelle manière commander une carte prépayée nominative dans lagence 00005 ,La commande se fait via le menu Prépayée > Commandes Cartes Nominatives. Les données clients et recharges ne sont saisissables qu'à partir de 3+1 jours après l'ouverture/alimentation du sous-compte.,Prépayée
quels numéros de compte sont nécessaires pour la commande ,Vous devez fournir : - N° Compte Devise - N° Compte Dinar - N° Sous Compte (optionnel selon le cas).,Prépayée
pourriezvous expliquer quels numéros de compte sont nécessaires pour la commande ,Vous devez fournir : - N° Compte Devise - N° Compte Dinar - N° Sous Compte (optionnel selon le cas).,Prépayée
je souhaiterais comprendre quels numéros de compte sont nécessaires pour la commande ,Vous devez fournir : - N° Compte Devise - N° Compte Dinar - N° Sous Compte (optionnel selon le cas).,Prépayée
à propos de quels numéros de compte sont nécessaires pour la commande  pourriezvous détailler ,Vous devez fournir : - N° Compte Devise - N° Compte Dinar - N° Sous Compte (optionnel selon le cas).,Prépayée
à partir de quelle date peuton effectuer une recharge après ouverture du compte ,À partir de J+1 (le lendemain de l'ouverture).,Prépayée
pourriezvous expliquer à partir de quelle date peuton effectuer une recharge après ouverture du compte ,À partir de J+1 (le lendemain de l'ouverture).,Prépayée
je souhaiterais comprendre à partir de quelle date peuton effectuer une recharge après ouverture du compte ,À partir de J+1 (le lendemain de l'ouverture).,Prépayée
à propos de à partir de quelle date peuton effectuer une recharge après ouverture du compte  pourriezvous détailler ,À partir de J+1 (le lendemain de l'ouverture).,Prépayée
pourquoi je ne peux pas saisir les données client ou recharger immédiatement ,"Pour des raisons de vérification, la capture des données et la recharge sont bloquées jusqu'à 3+1 jours après l'ouverture/alimentation du sous-compte.",Prépayée
pourriezvous expliquer pourquoi je ne peux pas saisir les données client ou recharger immédiatement ,"Pour des raisons de vérification, la capture des données et la recharge sont bloquées jusqu'à 3+1 jours après l'ouverture/alimentation du sous-compte.",Prépayée
je souhaiterais comprendre pourquoi je ne peux pas saisir les données client ou recharger immédiatement ,"Pour des raisons de vérification, la capture des données et la recharge sont bloquées jusqu'à 3+1 jours après l'ouverture/alimentation du sous-compte.",Prépayée
à propos de pourquoi je ne peux pas saisir les données client ou recharger immédiatement  pourriezvous détailler ,"Pour des raisons de vérification, la capture des données et la recharge sont bloquées jusqu'à 3+1 jours après l'ouverture/alimentation du sous-compte.",Prépayée
comment personnaliser le nom sur la carte ,Le nom et prénom sont gravés sur la carte (max. 26 caractères). Respectez cette limite lors de la saisie.,Prépayée
comment personnaliser le nom sur la cb,Le nom et prénom sont gravés sur la carte (max. 26 caractères). Respectez cette limite lors de la saisie.,Prépayée
comment personnaliser le nom sur la carte bancaire,Le nom et prénom sont gravés sur la carte (max. 26 caractères). Respectez cette limite lors de la saisie.,Prépayée
de quelle manière personnaliser le nom sur la carte ,Le nom et prénom sont gravés sur la carte (max. 26 caractères). Respectez cette limite lors de la saisie.,Prépayée
puisje utiliser un pseudonyme sur la carte ,"Non, seuls le nom et prénom légaux sont autorisés (26 caractères max).",Prépayée
puis je utiliser un pseudonyme sur la cb,"Non, seuls le nom et prénom légaux sont autorisés (26 caractères max).",Prépayée
puis je utiliser un pseudonyme sur la carte bancaire,"Non, seuls le nom et prénom légaux sont autorisés (26 caractères max).",Prépayée
puis je utiliser un pseudonyme sur la carte de paiement,"Non, seuls le nom et prénom légaux sont autorisés (26 caractères max).",Prépayée
quel format utiliser pour la date de naissance ,Utilisez le format : JJ Mois AAAA (ex: 09 Septembre 2004). Mois écrit en toutes lettres.,Prépayée
pourriezvous expliquer quel format utiliser pour la date de naissance ,Utilisez le format : JJ Mois AAAA (ex: 09 Septembre 2004). Mois écrit en toutes lettres.,Prépayée
je souhaiterais comprendre quel format utiliser pour la date de naissance ,Utilisez le format : JJ Mois AAAA (ex: 09 Septembre 2004). Mois écrit en toutes lettres.,Prépayée
à propos de quel format utiliser pour la date de naissance  pourriezvous détailler ,Utilisez le format : JJ Mois AAAA (ex: 09 Septembre 2004). Mois écrit en toutes lettres.,Prépayée
quelles informations client sont requises ,1. Adresse complète 2. Wilaya 3. NIN ou № Passeport 4. Email (ex: ex@example.com) 5. Profession/Société 6. № mobile,Prépayée
pourriezvous expliquer quelles informations client sont requises ,1. Adresse complète 2. Wilaya 3. NIN ou № Passeport 4. Email (ex: ex@example.com) 5. Profession/Société 6. № mobile,Prépayée
je souhaiterais comprendre quelles informations client sont requises ,1. Adresse complète 2. Wilaya 3. NIN ou № Passeport 4. Email (ex: ex@example.com) 5. Profession/Société 6. № mobile,Prépayée
à propos de quelles informations client sont requises  pourriezvous détailler ,1. Adresse complète 2. Wilaya 3. NIN ou № Passeport 4. Email (ex: ex@example.com) 5. Profession/Société 6. № mobile,Prépayée
que signifie lavertissement en rouge dans cette interface ,Il indique que les opérations comme la recharge ne peuvent être effectuées qu'à partir du lendemain de l'ouverture du compte (J+1).,Prépayée
pourriezvous expliquer que signifie lavertissement en rouge dans cette interface ,Il indique que les opérations comme la recharge ne peuvent être effectuées qu'à partir du lendemain de l'ouverture du compte (J+1).,Prépayée
je souhaiterais comprendre que signifie lavertissement en rouge dans cette interface ,Il indique que les opérations comme la recharge ne peuvent être effectuées qu'à partir du lendemain de l'ouverture du compte (J+1).,Prépayée
à propos de que signifie lavertissement en rouge dans cette interface  pourriezvous détailler ,Il indique que les opérations comme la recharge ne peuvent être effectuées qu'à partir du lendemain de l'ouverture du compte (J+1).,Prépayée
comment valider la commande ,Cliquez sur le bouton [VALIDER] après avoir saisi toutes les informations obligatoires.,Prépayée
de quelle manière valider la commande ,Cliquez sur le bouton [VALIDER] après avoir saisi toutes les informations obligatoires.,Prépayée
quelle est la méthode pour valider la commande ,Cliquez sur le bouton [VALIDER] après avoir saisi toutes les informations obligatoires.,Prépayée
pourriezvous expliquer comment valider la commande ,Cliquez sur le bouton [VALIDER] après avoir saisi toutes les informations obligatoires.,Prépayée
quelle est la première information demandée pour faire une recherche dans ce menu ,Le numéro du Compte Devise.,Prépayée
pourriezvous expliquer quelle est la première information demandée pour faire une recherche dans ce menu ,Le numéro du Compte Devise.,Prépayée
je souhaiterais comprendre quelle est la première information demandée pour faire une recherche dans ce menu ,Le numéro du Compte Devise.,Prépayée
à propos de quelle est la première information demandée pour faire une recherche dans ce menu  pourriezvous détailler ,Le numéro du Compte Devise.,Prépayée
quelle est la deuxième information à renseigner dans le formulaire ,Le numéro du Sous Compte.,Prépayée
pourriezvous expliquer quelle est la deuxième information à renseigner dans le formulaire ,Le numéro du Sous Compte.,Prépayée
je souhaiterais comprendre quelle est la deuxième information à renseigner dans le formulaire ,Le numéro du Sous Compte.,Prépayée
à propos de quelle est la deuxième information à renseigner dans le formulaire  pourriezvous détailler ,Le numéro du Sous Compte.,Prépayée
que permet le bouton avec licône de loupe dans cette interface ,Il permet de rechercher un client à partir des numéros renseignés.,Prépayée
pourriezvous expliquer que permet le bouton avec licône de loupe dans cette interface ,Il permet de rechercher un client à partir des numéros renseignés.,Prépayée
je souhaiterais comprendre que permet le bouton avec licône de loupe dans cette interface ,Il permet de rechercher un client à partir des numéros renseignés.,Prépayée
à propos de que permet le bouton avec licône de loupe dans cette interface  pourriezvous détailler ,Il permet de rechercher un client à partir des numéros renseignés.,Prépayée
que faire si ma date de naissance est incorrecte ,Contactez l'agence avant validation pour corriger.,Prépayée
pourriezvous expliquer que faire si ma date de naissance est incorrecte ,Contactez l'agence avant validation pour corriger.,Prépayée
je souhaiterais comprendre que faire si ma date de naissance est incorrecte ,Contactez l'agence avant validation pour corriger.,Prépayée
à propos de que faire si ma date de naissance est incorrecte  pourriezvous détailler ,Contactez l'agence avant validation pour corriger.,Prépayée
comment vérifier si ma carte est valide pour recharge ,Le système affiche 'Numéro de carte existe' et l'état ('Active') si la carte est éligible.,Prépayée
comment vérifier si ma cb est valide pour recharge,Le système affiche 'Numéro de carte existe' et l'état ('Active') si la carte est éligible.,Prépayée
comment vérifier si ma carte bancaire est valide pour recharge,Le système affiche 'Numéro de carte existe' et l'état ('Active') si la carte est éligible.,Prépayée
de quelle manière vérifier si ma carte est valide pour recharge ,Le système affiche 'Numéro de carte existe' et l'état ('Active') si la carte est éligible.,Prépayée
quels montants puisje recharger ,Les montants disponibles sont affichés (ex: 200). Saisissez le montant souhaité dans la limite autorisée.,Prépayée
pourriezvous expliquer quels montants puisje recharger ,Les montants disponibles sont affichés (ex: 200). Saisissez le montant souhaité dans la limite autorisée.,Prépayée
